scaffold	start	end	mid	sites	pi_FM	pi_NON_FM	dxy_FM_NON_FM	Fst_FM_NON_FM
20	3836001	3837000	3836492	34	0.2125	0.2154	0.2142	0.0004
20	3837001	3838000	3837500	36	0.2451	0.2274	0.2382	0.0044
20	3838001	3839000	3838463	39	0.2336	0.2076	0.2223	0.0042
20	3839001	3840000	3839439	27	0.2178	0.2176	0.2177	-0.0
20	3840001	3841000	3840564	29	0.1854	0.1848	0.1855	0.001
20	3841001	3842000	3841490	39	0.2345	0.2477	0.2413	-0.0001
20	3842001	3843000	3842477	30	0.2634	0.2613	0.2631	0.0014
20	3843001	3844000	3843369	16	0.284	0.3086	0.3014	0.0072
20	3844001	3845000	3844551	30	0.2198	0.2041	0.2151	0.0073
20	3845001	3846000	3845503	47	0.2315	0.2196	0.2272	0.0036
20	3846001	3847000	3846597	21	0.2195	0.2368	0.2334	0.0097
20	3847001	3848000	3847514	17	0.2974	0.2982	0.2963	-0.0023
20	3848001	3849000	3848482	25	0.122	0.1286	0.1341	0.0304
20	3849001	3850000	3849543	24	0.182	0.2716	0.2425	0.0263
20	3850001	3851000	3850524	29	0.2299	0.25	0.2734	0.0582
20	3851001	3852000	3851539	30	0.1443	0.1692	0.1787	0.0573
20	3852001	3853000	3852410	17	0.1132	0.1357	0.1285	0.0129
20	3853001	3854000	3853436	15	0.1699	0.1982	0.1895	0.012
20	3854001	3855000	3854464	20	0.1723	0.2212	0.2083	0.0233
20	3855001	3856000	3855482	24	0.2046	0.1745	0.2054	0.0385
20	3856001	3857000	3856606	21	0.1623	0.1614	0.1698	0.0218
20	3857001	3858000	3857543	26	0.1384	0.1375	0.1483	0.033
20	3858001	3859000	3858579	24	0.0752	0.087	0.0855	0.0223
20	3859001	3860000	3859537	35	0.2091	0.2112	0.2219	0.0245
20	3860001	3861000	3860518	35	0.1285	0.1146	0.1296	0.0305
20	3861001	3862000	3861357	30	0.1391	0.1492	0.1559	0.0347
20	3862001	3863000	3862606	40	0.1721	0.1644	0.1783	0.0268
20	3863001	3864000	3863546	29	0.265	0.226	0.2713	0.0476
20	3864001	3865000	3864546	35	0.1259	0.1318	0.1346	0.0194
20	3865001	3866000	3865656	22	0.203	0.2052	0.2182	0.0302
20	3866001	3867000	3866425	37	0.1479	0.1595	0.1671	0.0371
20	3867001	3868000	3867508	33	0.1867	0.1584	0.1745	0.0064
20	3868001	3869000	3868278	16	0.2156	0.1933	0.2189	0.0323
20	3869001	3870000	3869483	28	0.1623	0.1495	0.1612	0.0161
20	3870001	3871000	3870530	23	0.192	0.188	0.195	0.0119
20	3871001	3872000	3871485	30	0.2319	0.2096	0.2278	0.0153
20	3872001	3873000	3872522	31	0.1877	0.1485	0.1737	0.0172
20	3873001	3874000	3873531	35	0.1461	0.1538	0.1535	0.01
20	3874001	3875000	3874401	25	0.2237	0.2056	0.219	0.0098
20	3875001	3876000	3875207	1	0.0	0.0156	0.0078	-0.0158
20	3881001	3882000	3881544	29	0.1648	0.1457	0.1648	0.0284
20	3882001	3883000	3882698	17	0.194	0.1992	0.2004	0.0084
20	3883001	3884000	3883426	25	0.1088	0.116	0.1171	0.0179
20	3884001	3885000	3884479	26	0.2627	0.2444	0.2594	0.011
20	3885001	3886000	3885422	25	0.1451	0.168	0.1587	0.0049
20	3886001	3887000	3886521	26	0.1722	0.1728	0.1831	0.027
20	3887001	3888000	3887406	16	0.104	0.1002	0.1022	0.0009
20	3888001	3889000	3888529	46	0.2284	0.2207	0.2269	0.0051
20	3889001	3890000	3889373	29	0.1515	0.2045	0.1958	0.0397
20	3890001	3891000	3890516	38	0.1465	0.1698	0.1679	0.0256
20	3891001	3892000	3891493	28	0.2184	0.2095	0.2257	0.0248
20	3892001	3893000	3892512	29	0.1683	0.166	0.1737	0.0178
20	3893001	3894000	3893549	28	0.1515	0.1868	0.1839	0.0356
20	3894001	3895000	3894588	27	0.1562	0.2028	0.1893	0.0217
20	3895001	3896000	3895457	47	0.1643	0.131	0.152	0.0152
20	3896001	3897000	3896472	35	0.2062	0.1675	0.1997	0.0327
20	3897001	3898000	3897604	22	0.1568	0.1557	0.1694	0.037
20	3898001	3899000	3898503	32	0.1543	0.1512	0.1639	0.0324
20	3899001	3900000	3899446	34	0.1821	0.1495	0.1782	0.0353
20	3900001	3901000	3900484	27	0.2117	0.2226	0.2347	0.0347
20	3901001	3902000	3901497	31	0.1735	0.2651	0.2444	0.044
20	3902001	3903000	3902643	20	0.153	0.194	0.2	0.0611
20	3903001	3904000	3903515	21	0.1942	0.2013	0.2113	0.0298
20	3904001	3905000	3904535	30	0.2049	0.2618	0.25	0.0287
20	3905001	3906000	3905465	26	0.1538	0.1797	0.1784	0.029
20	3906001	3907000	3906542	17	0.1664	0.155	0.1669	0.0179
20	3907001	3908000	3907439	16	0.2531	0.2377	0.2483	0.0059
20	3908001	3909000	3908406	18	0.1743	0.1396	0.1684	0.0346
20	3909001	3910000	3909491	20	0.1247	0.167	0.1535	0.0205
20	3910001	3911000	3910589	21	0.1434	0.1096	0.1405	0.0516
20	3911001	3912000	3911620	14	0.1341	0.1087	0.1388	0.0642
20	3912001	3913000	3912499	18	0.1912	0.1554	0.1842	0.0301
20	3913001	3914000	3913556	18	0.0991	0.1097	0.1145	0.041
20	3914001	3915000	3914614	23	0.1661	0.1593	0.1655	0.008
20	3915001	3916000	3915367	26	0.2236	0.2136	0.2274	0.0183
20	3916001	3917000	3916415	9	0.2252	0.2999	0.3025	0.0602
20	3917001	3918000	3917328	13	0.2053	0.1851	0.1947	-0.0003
20	3918001	3919000	3918548	28	0.2555	0.2543	0.2671	0.0213
20	3919001	3920000	3919428	26	0.2417	0.2578	0.2578	0.0138
20	3920001	3921000	3920354	22	0.2179	0.2007	0.2267	0.0373
20	3921001	3922000	3921507	22	0.1084	0.1419	0.1278	0.0076
20	3922001	3923000	3922578	21	0.0734	0.0953	0.0838	-0.0046
20	3923001	3924000	3923619	24	0.1236	0.1493	0.1366	-0.0006
20	3924001	3925000	3924569	25	0.1538	0.1731	0.1661	0.0064
20	3925001	3926000	3925538	29	0.1406	0.1277	0.144	0.0334
20	3926001	3927000	3926350	28	0.1653	0.1518	0.1629	0.0132
20	3927001	3928000	3927540	23	0.119	0.139	0.1301	0.0026
20	3928001	3929000	3928655	22	0.2236	0.1934	0.2171	0.0197
20	3929001	3930000	3929386	21	0.2848	0.2306	0.2643	0.0134
20	3930001	3931000	3930519	25	0.2025	0.1322	0.1765	0.0287
20	3931001	3932000	3931501	19	0.1163	0.0916	0.1091	0.0247
20	3932001	3933000	3932584	31	0.1785	0.1921	0.1878	0.0055
20	3933001	3934000	3933536	42	0.1632	0.1632	0.1661	0.0079
20	3934001	3935000	3934600	33	0.2094	0.2217	0.217	0.0031
20	3935001	3936000	3935449	26	0.2022	0.2043	0.204	0.0017
20	3936001	3937000	3936531	24	0.1633	0.1671	0.1666	0.0038
20	3937001	3938000	3937440	23	0.2025	0.2162	0.2104	0.0023
20	3938001	3939000	3938662	18	0.1494	0.1571	0.1529	-0.0012
20	3939001	3940000	3939394	36	0.1912	0.1846	0.1893	0.0032
20	3940001	3941000	3940495	27	0.1275	0.1142	0.1238	0.011
20	3941001	3942000	3941445	23	0.2135	0.2305	0.2324	0.0201
20	3942001	3943000	3942499	23	0.1887	0.1874	0.1991	0.026
20	3943001	3944000	3943494	40	0.1741	0.2151	0.2019	0.0148
20	3944001	3945000	3944470	35	0.2235	0.2349	0.2335	0.0081
20	3945001	3946000	3945523	35	0.2145	0.213	0.2221	0.0175
20	3946001	3947000	3946589	31	0.131	0.1678	0.1569	0.0197
20	3947001	3948000	3947475	25	0.2146	0.1941	0.214	0.021
20	3948001	3949000	3948515	43	0.1572	0.1596	0.1635	0.0143
20	3949001	3950000	3949486	39	0.0964	0.1091	0.1061	0.0138
20	3950001	3951000	3950457	43	0.1719	0.1732	0.1757	0.0083
20	3951001	3952000	3951284	9	0.2024	0.299	0.2578	0.0128
20	3952001	3953000	3952017	1	nan	0.3117	nan	nan
20	3953001	3954000	3953395	3	0.0	0.3915	0.25	0.1462
20	3957001	3958000	3957664	10	0.2015	0.2321	0.2238	0.0119
20	3961001	3962000	3961738	5	0.4353	0.1317	0.3374	0.2075
20	3962001	3963000	3962753	8	0.3361	0.3803	0.3632	0.0054
20	3963001	3964000	3963296	5	0.3164	0.357	0.3677	0.0398
20	3964001	3965000	3964359	9	0.2839	0.252	0.2709	0.0089
20	3965001	3966000	3965834	17	0.1312	0.1374	0.139	0.0151
20	3966001	3967000	3966292	28	0.155	0.0962	0.1324	0.0293
20	3967001	3968000	3967450	20	0.1755	0.1644	0.17	0.0006
20	3968001	3969000	3968588	22	0.1585	0.1641	0.1667	0.0145
20	3969001	3970000	3969323	21	0.2077	0.2227	0.2202	0.0099
20	3970001	3971000	3970600	18	0.2511	0.2435	0.2532	0.0109
20	3971001	3972000	3971433	34	0.2113	0.216	0.215	0.0028
20	3972001	3973000	3972502	19	0.1338	0.1649	0.1525	0.0078
20	3973001	3974000	3973560	20	0.1517	0.172	0.168	0.0157
20	3974001	3975000	3974755	15	0.1538	0.1845	0.1725	0.0075
20	3975001	3976000	3975490	11	0.1744	0.1336	0.1564	0.009
20	3976001	3977000	3976535	21	0.2047	0.1222	0.1739	0.034
20	3977001	3978000	3977478	28	0.2204	0.2056	0.218	0.0111
20	3978001	3979000	3978487	19	0.3131	0.2792	0.3029	0.0113
20	3979001	3980000	3979587	26	0.1981	0.1772	0.1931	0.014
20	3980001	3981000	3980546	35	0.2474	0.2357	0.2464	0.0093
20	3981001	3982000	3981471	37	0.1751	0.1417	0.162	0.0121
20	3982001	3983000	3982637	24	0.1165	0.1393	0.1327	0.0148
20	3983001	3984000	3983404	35	0.1616	0.1835	0.1839	0.0273
20	3984001	3985000	3984499	27	0.291	0.2563	0.2866	0.0201
20	3985001	3986000	3985561	39	0.1969	0.1771	0.1951	0.0203
20	3986001	3987000	3986503	37	0.1587	0.1363	0.1537	0.02
20	3987001	3988000	3987484	20	0.2488	0.1713	0.2193	0.0232
20	3988001	3989000	3988443	28	0.1563	0.1575	0.1618	0.0139
20	3989001	3990000	3989618	43	0.1524	0.1332	0.1477	0.0166
20	3990001	3991000	3990409	26	0.1608	0.151	0.161	0.0151
20	3991001	3992000	3991379	30	0.1827	0.1781	0.1907	0.0255
20	3992001	3993000	3992500	21	0.1938	0.1833	0.1966	0.0196
20	3993001	3994000	3993424	21	0.1217	0.1201	0.127	0.0227
20	3994001	3995000	3994486	44	0.1428	0.1188	0.1344	0.014
20	3995001	3996000	3995505	23	0.1852	0.1819	0.1909	0.0179
20	3996001	3997000	3996561	23	0.173	0.131	0.1544	0.0093
20	3997001	3998000	3997500	35	0.2298	0.254	0.2595	0.0308
20	3998001	3999000	3998462	32	0.2034	0.2331	0.2311	0.0245
20	3999001	4000000	3999428	22	0.0949	0.0993	0.0983	0.0054
20	4000001	4001000	4000507	30	0.1816	0.1896	0.1973	0.0273
20	4001001	4002000	4001560	34	0.1904	0.1759	0.1967	0.0333
20	4002001	4003000	4002543	18	0.1499	0.1298	0.1436	0.0131
20	4003001	4004000	4003595	37	0.162	0.1524	0.1638	0.0194
20	4004001	4005000	4004510	31	0.1584	0.1754	0.1717	0.0121
20	4005001	4006000	4005381	33	0.1354	0.1608	0.152	0.0104
20	4006001	4007000	4006603	22	0.1626	0.1273	0.151	0.021
20	4007001	4008000	4007672	22	0.1856	0.1679	0.1835	0.0181
20	4008001	4009000	4008536	36	0.1952	0.19	0.1969	0.0103
20	4009001	4010000	4009547	19	0.2153	0.1723	0.1982	0.0122
20	4010001	4011000	4010494	26	0.2034	0.2001	0.2035	0.0041
20	4011001	4012000	4011537	32	0.1927	0.1602	0.1866	0.0275
20	4012001	4013000	4012410	30	0.2306	0.2291	0.2389	0.0176
20	4013001	4014000	4013456	21	0.1895	0.1647	0.18	0.0084
20	4014001	4015000	4014584	35	0.161	0.1711	0.1732	0.0185
20	4015001	4016000	4015607	31	0.1235	0.1324	0.1515	0.0757
20	4016001	4017000	4016395	25	0.1968	0.203	0.2167	0.0363
20	4017001	4018000	4017364	21	0.1168	0.1704	0.1537	0.027
20	4018001	4019000	4018422	25	0.024	0.0819	0.0569	0.022
20	4019001	4020000	4019484	28	0.1633	0.1686	0.1707	0.0125
20	4020001	4021000	4020469	29	0.1248	0.117	0.1315	0.0389
20	4021001	4022000	4021375	23	0.1898	0.1941	0.2012	0.0211
20	4022001	4023000	4022512	23	0.1815	0.2526	0.2338	0.0302
20	4023001	4024000	4023489	21	0.1403	0.1781	0.1654	0.0153
20	4024001	4025000	4024545	16	0.1329	0.1159	0.1327	0.0309
20	4025001	4026000	4025348	17	0.247	0.2555	0.2526	0.0022
20	4026001	4027000	4026518	16	0.2964	0.2503	0.2791	0.0109
20	4027001	4028000	4027708	31	0.1468	0.1417	0.1554	0.0342
20	4028001	4029000	4028484	22	0.2045	0.2238	0.2216	0.0147
20	4029001	4030000	4029352	18	0.1177	0.1138	0.1188	0.0122
20	4030001	4031000	4030623	30	0.1336	0.184	0.164	0.0118
20	4031001	4032000	4031504	25	0.14	0.1933	0.17	0.0064
20	4032001	4033000	4032549	38	0.181	0.1932	0.1907	0.0082
20	4033001	4034000	4033411	16	0.0751	0.116	0.098	0.0082
20	4034001	4035000	4034634	30	0.1646	0.1798	0.1789	0.0168
20	4035001	4036000	4035444	33	0.2269	0.2009	0.2177	0.0085
20	4036001	4037000	4036581	31	0.1579	0.1718	0.1806	0.0404
20	4037001	4038000	4037438	38	0.2451	0.2422	0.2558	0.0223
20	4038001	4039000	4038497	32	0.1481	0.1782	0.1733	0.0255
20	4039001	4040000	4039644	28	0.264	0.2592	0.2732	0.0198
20	4040001	4041000	4040497	33	0.1512	0.1438	0.1627	0.0452
20	4041001	4042000	4041609	29	0.211	0.2243	0.229	0.0224
20	4042001	4043000	4042472	22	0.1565	0.2171	0.2004	0.0284
20	4043001	4044000	4043520	23	0.1964	0.1795	0.1996	0.0284
20	4044001	4045000	4044537	23	0.1921	0.1649	0.1811	0.0073
20	4045001	4046000	4045624	22	0.1708	0.172	0.1756	0.0109
20	4046001	4047000	4046525	36	0.1613	0.1417	0.1625	0.0334
20	4047001	4048000	4047527	26	0.153	0.155	0.1678	0.0387
20	4048001	4049000	4048592	24	0.1463	0.1538	0.1554	0.0153
20	4049001	4050000	4049387	26	0.2298	0.2311	0.2434	0.0247
20	4050001	4051000	4050467	22	0.199	0.2547	0.2354	0.0146
20	4051001	4052000	4051428	25	0.1572	0.1792	0.1748	0.0163
20	4052001	4053000	4052504	42	0.2404	0.1842	0.2172	0.0126
20	4053001	4054000	4053613	29	0.2028	0.1922	0.199	0.0039
20	4054001	4055000	4054366	21	0.1281	0.1442	0.1464	0.0317
20	4055001	4056000	4055394	14	0.1342	0.1055	0.1211	0.0065
20	4056001	4057000	4056548	23	0.1788	0.1718	0.1812	0.0153
20	4057001	4058000	4057463	25	0.2218	0.2422	0.2439	0.0218
20	4058001	4059000	4058568	38	0.1938	0.1868	0.1978	0.0179
20	4059001	4060000	4059352	20	0.2284	0.1683	0.2078	0.0242
20	4060001	4061000	4060645	19	0.1511	0.1369	0.1505	0.0211
20	4061001	4062000	4061470	12	0.2459	0.1755	0.2249	0.0335
20	4062001	4063000	4062512	25	0.1891	0.1882	0.1939	0.0125
20	4063001	4064000	4063503	23	0.137	0.0955	0.1179	0.0096
20	4064001	4065000	4064563	17	0.1034	0.1385	0.1309	0.0326
20	4065001	4066000	4065493	20	0.1411	0.1268	0.138	0.0143
20	4066001	4067000	4066298	34	0.1406	0.1154	0.1282	0.0019
20	4067001	4068000	4067432	16	0.2526	0.2455	0.2452	-0.007
20	4068001	4069000	4068635	3	0.0192	0.0545	0.0321	-0.0661
20	4069001	4070000	4069318	14	0.162	0.2006	0.1753	-0.0145
20	4070001	4071000	4070934	1	nan	nan	nan	nan
20	4071001	4072000	4071944	2	0.3978	0.3418	0.3741	0.0119
20	4072001	4073000	4072187	7	0.2745	0.1851	0.2346	0.0142
20	4073001	4074000	4073704	12	0.0348	0.0423	0.0379	-0.0057
20	4074001	4075000	4074469	39	0.1473	0.1537	0.1534	0.0085
20	4075001	4076000	4075634	11	0.1946	0.1808	0.1865	-0.0025
20	4076001	4077000	4076353	5	0.2816	0.2073	0.2584	0.0373
20	4077001	4078000	4077633	8	0.1942	0.2674	0.2259	0.0029
20	4078001	4079000	4078649	4	0.1302	0.3372	0.2538	0.0527
20	4079001	4080000	4079320	17	0.1811	0.2243	0.2167	0.034
20	4080001	4081000	4080552	7	0.1807	0.2433	0.2199	0.0047
20	4081001	4082000	4081797	18	0.1908	0.201	0.2021	0.0139
20	4082001	4083000	4082390	42	0.1547	0.145	0.1578	0.024
20	4083001	4084000	4083497	27	0.166	0.1432	0.158	0.0107
20	4084001	4085000	4084545	20	0.1564	0.164	0.1673	0.0193
20	4085001	4086000	4085547	12	0.0549	0.0873	0.0762	0.0264
20	4086001	4087000	4086408	19	0.1233	0.0852	0.1069	0.0145
20	4087001	4088000	4087485	21	0.2291	0.2094	0.2249	0.0123
20	4088001	4089000	4088409	35	0.208	0.1694	0.1941	0.0147
20	4089001	4090000	4089450	23	0.2256	0.2233	0.2269	0.0051
20	4090001	4091000	4090438	31	0.2009	0.2354	0.2264	0.0153
20	4091001	4092000	4091467	21	0.1401	0.1197	0.1324	0.01
20	4092001	4093000	4092490	21	0.1388	0.1442	0.1463	0.0148
20	4093001	4094000	4093444	27	0.1887	0.1965	0.1966	0.009
20	4094001	4095000	4094498	26	0.2061	0.1786	0.1995	0.0179
20	4095001	4096000	4095566	20	0.1325	0.0843	0.1096	0.0088
20	4096001	4097000	4096455	15	0.214	0.2109	0.2181	0.0121
20	4097001	4098000	4097559	31	0.246	0.222	0.2413	0.0149
20	4098001	4099000	4098380	26	0.1226	0.1431	0.1356	0.0081
20	4099001	4100000	4099465	20	0.1512	0.1359	0.1451	0.0057
20	4100001	4101000	4100595	40	0.2174	0.1992	0.2195	0.0247
20	4101001	4102000	4101564	21	0.1711	0.1505	0.1696	0.0254
20	4102001	4103000	4102516	22	0.1742	0.1755	0.1855	0.0267
20	4103001	4104000	4103580	26	0.156	0.1614	0.1671	0.0232
20	4104001	4105000	4104446	16	0.2133	0.2016	0.2132	0.0129
20	4105001	4106000	4105409	14	0.2077	0.2467	0.2417	0.0263
20	4106001	4107000	4106422	21	0.1626	0.1373	0.154	0.0134
20	4107001	4108000	4107478	20	0.2328	0.1758	0.2059	0.0056
20	4108001	4109000	4108436	16	0.1763	0.1253	0.1575	0.0232
20	4109001	4110000	4109428	38	0.1876	0.1498	0.1757	0.0207
20	4110001	4111000	4110485	29	0.2037	0.226	0.2245	0.0189
20	4111001	4112000	4111478	21	0.1877	0.2137	0.2091	0.0174
20	4112001	4113000	4112534	19	0.1639	0.1769	0.1853	0.0371
20	4113001	4114000	4113489	34	0.12	0.1614	0.1444	0.0094
20	4114001	4115000	4114578	22	0.2022	0.1592	0.1886	0.0217
20	4115001	4116000	4115618	36	0.1904	0.165	0.1823	0.0129
20	4116001	4117000	4116385	27	0.1454	0.1292	0.1426	0.0183
20	4117001	4118000	4117401	25	0.1744	0.1488	0.1706	0.0265
20	4118001	4119000	4118553	19	0.1799	0.1599	0.1731	0.0095
20	4119001	4120000	4119590	24	0.2072	0.1558	0.1887	0.0205
20	4120001	4121000	4120554	19	0.1408	0.1361	0.1396	0.0041
20	4121001	4122000	4121458	35	0.2163	0.2208	0.2245	0.0121
20	4122001	4123000	4122286	18	0.1961	0.1548	0.1792	0.0118
20	4123001	4124000	4123582	34	0.2879	0.2645	0.2856	0.016
20	4124001	4125000	4124535	35	0.1708	0.1687	0.1761	0.0169
20	4125001	4126000	4125454	28	0.2391	0.2239	0.2496	0.0351
20	4126001	4127000	4126467	23	0.1676	0.1502	0.1654	0.0192
20	4127001	4128000	4127584	33	0.1591	0.1499	0.1604	0.0176
20	4128001	4129000	4128471	41	0.1363	0.1689	0.1629	0.0274
20	4129001	4130000	4129497	16	0.1477	0.1863	0.1793	0.0297
20	4130001	4131000	4130468	21	0.1409	0.1054	0.129	0.0241
20	4131001	4132000	4131423	25	0.1173	0.0992	0.1099	0.0081
20	4132001	4133000	4132547	16	0.2354	0.2516	0.2482	0.0081
20	4133001	4134000	4133477	25	0.1617	0.1378	0.1524	0.0093
20	4134001	4135000	4134605	20	0.2493	0.2409	0.2568	0.0215
20	4135001	4136000	4135312	28	0.2209	0.2071	0.2202	0.0137
20	4136001	4137000	4136480	19	0.3003	0.2543	0.2861	0.0157
20	4137001	4138000	4137457	28	0.2125	0.211	0.2176	0.0125
20	4138001	4139000	4138562	28	0.2374	0.2453	0.256	0.0264
20	4139001	4140000	4139509	28	0.16	0.1483	0.1664	0.0356
20	4140001	4141000	4140452	21	0.1552	0.1825	0.1812	0.0302
20	4141001	4142000	4141516	22	0.1836	0.1836	0.1894	0.0138
20	4142001	4143000	4142513	39	0.2133	0.2105	0.219	0.0147
20	4143001	4144000	4143459	39	0.1594	0.1648	0.1679	0.0158
20	4144001	4145000	4144649	30	0.1216	0.1146	0.1186	0.0018
20	4145001	4146000	4145485	27	0.1997	0.1755	0.1976	0.0249
20	4146001	4147000	4146445	21	0.1606	0.1555	0.1631	0.0145
20	4147001	4148000	4147448	28	0.1358	0.1393	0.1441	0.0209
20	4148001	4149000	4148341	10	0.2455	0.2187	0.2326	0.0019
20	4149001	4150000	4149568	9	0.0863	0.0679	0.0786	0.0107
20	4150001	4151000	4150582	21	0.0605	0.0614	0.0611	0.0009
20	4151001	4152000	4151517	22	0.2108	0.1776	0.1951	0.0034
20	4152001	4153000	4152563	35	0.1988	0.1814	0.1953	0.0129
20	4153001	4154000	4153540	28	0.1929	0.1483	0.1774	0.0203
20	4154001	4155000	4154463	17	0.2666	0.2507	0.2687	0.0178
20	4155001	4156000	4155480	31	0.2545	0.2459	0.2583	0.0148
20	4156001	4157000	4156511	21	0.2571	0.2453	0.2614	0.0185
20	4157001	4158000	4157490	29	0.2172	0.176	0.2001	0.0096
20	4158001	4159000	4158375	20	0.2378	0.2116	0.2289	0.0094
20	4159001	4160000	4159560	19	0.129	0.1299	0.1318	0.008
20	4160001	4161000	4160452	32	0.168	0.1575	0.1639	0.0038
20	4161001	4162000	4161539	32	0.1472	0.1185	0.1401	0.0264
20	4162001	4163000	4162556	24	0.1126	0.134	0.125	0.0052
20	4163001	4164000	4163491	23	0.124	0.1251	0.1269	0.0083
20	4164001	4165000	4164552	24	0.1712	0.1733	0.1733	0.0028
20	4165001	4166000	4165512	29	0.2537	0.2262	0.244	0.0085
20	4166001	4167000	4166466	27	0.183	0.2003	0.1923	0.0009
20	4167001	4168000	4167511	36	0.2226	0.238	0.233	0.0049
20	4168001	4169000	4168614	17	0.1788	0.2117	0.1962	0.0011
20	4169001	4170000	4169307	18	0.1257	0.1317	0.1298	0.0034
20	4170001	4171000	4170514	37	0.221	0.204	0.2158	0.0075
20	4171001	4172000	4171542	23	0.178	0.1642	0.1704	-0.0014
20	4172001	4173000	4172354	21	0.1339	0.1171	0.1267	0.0052
20	4173001	4174000	4173495	38	0.1516	0.1761	0.1672	0.008
20	4174001	4175000	4174522	39	0.1506	0.1633	0.1593	0.006
20	4175001	4176000	4175534	27	0.1133	0.1485	0.1345	0.0102
20	4176001	4177000	4176403	33	0.1724	0.181	0.182	0.0131
20	4177001	4178000	4177483	35	0.1313	0.1786	0.161	0.0147
20	4178001	4179000	4178617	53	0.1295	0.1518	0.1433	0.0073
20	4179001	4180000	4179518	24	0.1759	0.2193	0.1992	0.0022
20	4180001	4181000	4180393	42	0.1438	0.1633	0.1532	-0.0017
20	4181001	4182000	4181550	29	0.2057	0.197	0.2081	0.0153
20	4182001	4183000	4182416	33	0.1516	0.2041	0.1828	0.0101
20	4183001	4184000	4183574	30	0.1497	0.217	0.1919	0.0172
20	4184001	4185000	4184416	25	0.106	0.1229	0.1194	0.018
20	4185001	4186000	4185280	14	0.106	0.1998	0.1647	0.0273
20	4186001	4187000	4186580	20	0.1418	0.16	0.1541	0.0085
20	4187001	4188000	4187463	51	0.1856	0.1998	0.2033	0.0236
20	4188001	4189000	4188587	37	0.1017	0.0895	0.0985	0.0146
20	4189001	4190000	4189507	39	0.2321	0.1816	0.2137	0.0169
20	4190001	4191000	4190450	42	0.12	0.1406	0.1338	0.0107
20	4191001	4192000	4191460	22	0.1296	0.1524	0.1422	0.0026
20	4192001	4193000	4192551	28	0.1956	0.1859	0.1962	0.0131
20	4193001	4194000	4193413	39	0.1392	0.1695	0.1625	0.0214
20	4194001	4195000	4194668	24	0.17	0.1688	0.1757	0.0166
20	4195001	4196000	4195587	22	0.1976	0.2105	0.2086	0.0095
20	4196001	4197000	4196561	35	0.152	0.1384	0.1477	0.0086
20	4197001	4198000	4197649	27	0.1235	0.1752	0.1539	0.0106
20	4198001	4199000	4198421	27	0.1062	0.1367	0.1246	0.0097
20	4199001	4200000	4199460	38	0.2017	0.2234	0.2188	0.0122
20	4200001	4201000	4200583	21	0.1544	0.1647	0.1618	0.0059
20	4201001	4202000	4201413	35	0.1809	0.1955	0.191	0.006
20	4202001	4203000	4202511	33	0.1554	0.1834	0.1733	0.009
20	4203001	4204000	4203530	30	0.1402	0.148	0.1487	0.0136
20	4204001	4205000	4204415	37	0.1302	0.1212	0.1292	0.0133
20	4205001	4206000	4205645	34	0.1412	0.1677	0.1608	0.0167
20	4206001	4207000	4206530	20	0.0934	0.1671	0.1359	0.0143
20	4207001	4208000	4207446	20	0.1191	0.1486	0.1386	0.0141
20	4208001	4209000	4208478	33	0.092	0.1068	0.1019	0.0098
20	4209001	4210000	4209492	35	0.1195	0.1694	0.1463	0.0035
20	4210001	4211000	4210395	29	0.1532	0.1499	0.1533	0.0054
20	4211001	4212000	4211412	19	0.1296	0.2092	0.1725	0.0047
20	4212001	4213000	4212475	46	0.1111	0.1163	0.117	0.0129
20	4213001	4214000	4213377	29	0.1375	0.1686	0.1607	0.0201
20	4214001	4215000	4214554	37	0.1068	0.1499	0.1329	0.0128
20	4215001	4216000	4215447	29	0.1874	0.2051	0.2002	0.0083
20	4216001	4217000	4216487	29	0.1569	0.1964	0.1855	0.02
20	4217001	4218000	4217474	27	0.1453	0.1744	0.1631	0.0075
20	4218001	4219000	4218510	45	0.15	0.1915	0.176	0.0117
20	4219001	4220000	4219540	11	0.085	0.1383	0.1169	0.0166
20	4220001	4221000	4220502	31	0.2391	0.2606	0.2628	0.0221
20	4221001	4222000	4221603	32	0.2385	0.1699	0.2116	0.0195
20	4222001	4223000	4222631	13	0.1592	0.147	0.1584	0.0162
20	4223001	4224000	4223364	14	0.2118	0.2324	0.2322	0.0192
20	4224001	4225000	4224573	27	0.1406	0.1334	0.1451	0.0268
20	4225001	4226000	4225433	30	0.2048	0.1644	0.1948	0.0268
20	4226001	4227000	4226453	22	0.0811	0.1162	0.1017	0.0109
20	4227001	4228000	4227588	19	0.1236	0.1837	0.1605	0.0162
20	4228001	4229000	4228506	30	0.1371	0.1859	0.1649	0.0071
20	4229001	4230000	4229440	23	0.2296	0.2899	0.2723	0.0193
20	4230001	4231000	4230456	33	0.1614	0.1604	0.1687	0.0216
20	4231001	4232000	4231457	22	0.1724	0.1943	0.1902	0.0155
20	4232001	4233000	4232571	26	0.128	0.1354	0.1374	0.0188
20	4233001	4234000	4233616	15	0.1245	0.0992	0.1167	0.0213
20	4234001	4235000	4234502	16	0.1013	0.0899	0.0998	0.0206
20	4235001	4236000	4235550	18	0.13	0.1588	0.1544	0.0283
20	4236001	4237000	4236467	33	0.1219	0.1721	0.1609	0.037
20	4237001	4238000	4237510	35	0.0723	0.1045	0.0928	0.0188
20	4238001	4239000	4238528	23	0.2141	0.2478	0.2405	0.0171
