scaffold	start	end	mid	sites	pi_FM	pi_NON_FM	dxy_FM_NON_FM	Fst_FM_NON_FM
20	10653001	10654000	10653614	34	0.1602	0.1326	0.1522	0.0188
20	10654001	10655000	10654394	32	0.118	0.1072	0.1161	0.0147
20	10655001	10656000	10655567	20	0.1234	0.1331	0.144	0.0517
20	10656001	10657000	10656521	24	0.2016	0.1606	0.2105	0.0723
20	10657001	10658000	10657450	36	0.1556	0.1595	0.1762	0.0505
20	10658001	10659000	10658565	39	0.1649	0.1938	0.1931	0.0317
20	10659001	10660000	10659691	19	0.186	0.1317	0.1827	0.0694
20	10660001	10661000	10660544	21	0.1441	0.2112	0.1942	0.036
20	10661001	10662000	10661475	23	0.1735	0.2047	0.1925	0.0068
20	10662001	10663000	10662558	30	0.1622	0.1797	0.1836	0.0313
20	10663001	10664000	10663543	31	0.1861	0.1778	0.1945	0.0308
20	10664001	10665000	10664529	37	0.0918	0.1269	0.1146	0.0183
20	10665001	10666000	10665514	34	0.1747	0.1475	0.1752	0.0402
20	10666001	10667000	10666426	27	0.0958	0.0966	0.103	0.0309
20	10667001	10668000	10667425	34	0.156	0.1426	0.1514	0.0071
20	10668001	10669000	10668569	25	0.2158	0.1799	0.2155	0.0412
20	10669001	10670000	10669411	35	0.2107	0.1853	0.2181	0.0457
20	10670001	10671000	10670481	32	0.2199	0.1804	0.2148	0.0345
20	10671001	10672000	10671531	32	0.1372	0.1158	0.1295	0.012
20	10672001	10673000	10672526	15	0.0629	0.1065	0.0973	0.0555
20	10673001	10674000	10673469	13	0.114	0.1509	0.1517	0.0575
20	10674001	10675000	10674565	16	0.0728	0.0925	0.0872	0.0221
20	10675001	10676000	10675477	20	0.1554	0.1789	0.183	0.0395
20	10676001	10677000	10676496	21	0.129	0.1457	0.1539	0.0499
20	10677001	10678000	10677426	30	0.1754	0.1861	0.1918	0.0264
20	10678001	10679000	10678467	26	0.1993	0.1581	0.2008	0.0566
20	10679001	10680000	10679397	44	0.1379	0.1447	0.1508	0.0289
20	10680001	10681000	10680654	24	0.0542	0.08	0.0711	0.0222
20	10681001	10682000	10681516	20	0.1799	0.1782	0.1926	0.0332
20	10682001	10683000	10682544	26	0.1656	0.1821	0.2031	0.0692
20	10683001	10684000	10683551	27	0.1599	0.2113	0.1962	0.0225
20	10684001	10685000	10684525	38	0.1914	0.1903	0.2081	0.0395
20	10685001	10686000	10685488	32	0.1818	0.1768	0.193	0.0337
20	10686001	10687000	10686447	27	0.1891	0.1565	0.1803	0.021
20	10687001	10688000	10687568	29	0.1311	0.1595	0.1518	0.0182
20	10688001	10689000	10688584	32	0.2011	0.2311	0.2248	0.0166
20	10689001	10690000	10689468	31	0.1167	0.1391	0.1358	0.0254
20	10690001	10691000	10690359	18	0.2205	0.1688	0.2051	0.0267
20	10691001	10692000	10691626	40	0.173	0.1501	0.1748	0.0376
20	10692001	10693000	10692456	16	0.1617	0.0982	0.1402	0.0408
20	10693001	10694000	10693299	24	0.1375	0.153	0.1495	0.0121
20	10694001	10695000	10694373	19	0.0945	0.126	0.1157	0.019
20	10695001	10696000	10695499	27	0.2157	0.1828	0.2093	0.0241
20	10696001	10697000	10696414	31	0.1667	0.1575	0.1794	0.0468
20	10697001	10698000	10697439	30	0.192	0.2024	0.2125	0.0334
20	10698001	10699000	10698403	20	0.2062	0.1558	0.2016	0.0531
20	10699001	10700000	10699423	30	0.1335	0.155	0.1497	0.0155
20	10700001	10701000	10700456	35	0.1503	0.1758	0.168	0.0122
20	10701001	10702000	10701559	18	0.1593	0.1944	0.1883	0.0265
20	10702001	10703000	10702533	29	0.2239	0.1981	0.2346	0.0499
20	10703001	10704000	10703440	15	0.0689	0.0903	0.0806	0.0035
20	10704001	10705000	10704525	11	0.0461	0.1105	0.0839	0.0232
20	10705001	10706000	10705557	20	0.1178	0.1388	0.1308	0.0073
20	10706001	10707000	10706394	30	0.0957	0.1743	0.1406	0.0135
20	10707001	10708000	10707483	16	0.0526	0.1086	0.0822	0.004
20	10708001	10709000	10708437	28	0.1191	0.1396	0.144	0.0466
20	10709001	10710000	10709534	12	0.1355	0.1142	0.1797	0.1707
20	10710001	10711000	10710512	42	0.1042	0.2081	0.1928	0.0841
20	10711001	10712000	10711391	29	0.1039	0.1918	0.1834	0.0874
20	10712001	10713000	10712450	29	0.0766	0.1645	0.1341	0.0395
20	10713001	10714000	10713634	25	0.0589	0.2175	0.1609	0.0532
20	10714001	10715000	10714474	21	0.0454	0.1957	0.1518	0.0831
20	10715001	10716000	10715572	24	0.0584	0.1625	0.1227	0.0365
20	10716001	10717000	10716422	26	0.0556	0.1051	0.0874	0.0311
20	10717001	10718000	10717557	26	0.0446	0.1473	0.1229	0.0926
20	10718001	10719000	10718341	15	0.1572	0.2516	0.2505	0.0844
20	10719001	10720000	10719430	25	0.2643	0.2306	0.2699	0.0399
20	10720001	10721000	10720393	22	0.1874	0.1799	0.1932	0.023
20	10721001	10722000	10721442	30	0.0985	0.1019	0.108	0.0334
20	10722001	10723000	10722515	25	0.0805	0.0884	0.0946	0.0506
20	10723001	10724000	10723502	34	0.1887	0.2299	0.2371	0.0539
20	10724001	10725000	10724575	29	0.1007	0.1398	0.1262	0.0189
20	10725001	10726000	10725552	22	0.136	0.1724	0.1674	0.0346
20	10726001	10727000	10726446	17	0.1046	0.0772	0.1014	0.0542
20	10727001	10728000	10727575	19	0.2002	0.2081	0.2235	0.0408
20	10728001	10729000	10728500	18	0.1455	0.1772	0.2305	0.1574
20	10729001	10730000	10729376	9	0.0968	0.1163	0.1338	0.1001
20	10730001	10731000	10730389	29	0.1682	0.1756	0.1923	0.0504
20	10731001	10732000	10731134	14	0.0864	0.0765	0.0844	0.0181
20	10732001	10733000	10732487	24	0.0793	0.1207	0.1509	0.1761
20	10733001	10734000	10733336	25	0.1419	0.2486	0.2448	0.0927
20	10734001	10735000	10734531	20	0.1294	0.1693	0.2301	0.189
20	10735001	10736000	10735503	17	0.0999	0.1225	0.1659	0.1767
20	10736001	10737000	10736477	24	0.1512	0.1598	0.2594	0.2308
20	10737001	10738000	10737485	19	0.0571	0.1529	0.1441	0.124
20	10738001	10739000	10738494	16	0.0439	0.1061	0.117	0.1793
20	10739001	10740000	10739544	21	0.083	0.1821	0.1659	0.0885
20	10740001	10741000	10740544	25	0.1266	0.155	0.2549	0.2615
20	10741001	10742000	10741471	11	0.0774	0.0938	0.1831	0.3331
20	10742001	10743000	10742518	17	0.0468	0.1307	0.1027	0.0533
20	10743001	10744000	10743410	20	0.0942	0.1383	0.1587	0.1328
20	10744001	10745000	10744482	24	0.1743	0.1034	0.3347	0.4123
20	10745001	10746000	10745545	27	0.0983	0.1685	0.2212	0.2135
20	10746001	10747000	10746386	22	0.0411	0.122	0.0947	0.0539
20	10747001	10748000	10747359	20	0.1191	0.2686	0.2255	0.0576
20	10748001	10749000	10748499	37	0.0682	0.224	0.1769	0.0698
20	10749001	10750000	10749600	24	0.0275	0.1268	0.0897	0.0512
20	10750001	10751000	10750471	12	0.0498	0.1756	0.1677	0.1531
20	10751001	10752000	10751484	19	0.0427	0.2064	0.1529	0.072
20	10752001	10753000	10752462	17	0.047	0.1854	0.1283	0.0315
20	10753001	10754000	10753607	18	0.0658	0.1516	0.1164	0.0229
20	10754001	10755000	10754591	25	0.1033	0.2336	0.1961	0.058
20	10755001	10756000	10755461	24	0.0891	0.1902	0.1631	0.0599
20	10756001	10757000	10756438	10	0.0391	0.1115	0.0862	0.0482
20	10757001	10758000	10757529	15	0.0805	0.2521	0.2338	0.1314
20	10758001	10759000	10758571	22	0.0521	0.1588	0.1595	0.1621
20	10759001	10760000	10759564	22	0.1011	0.1407	0.1872	0.1895
20	10760001	10761000	10760492	26	0.0899	0.1984	0.2201	0.1721
20	10761001	10762000	10761483	31	0.0949	0.1907	0.2287	0.1946
20	10762001	10763000	10762463	24	0.0807	0.256	0.2331	0.1251
20	10763001	10764000	10763466	29	0.0569	0.1825	0.1719	0.14
20	10764001	10765000	10764591	17	0.0716	0.1447	0.2338	0.3194
20	10765001	10766000	10765465	26	0.0566	0.1629	0.1888	0.2165
20	10766001	10767000	10766491	38	0.1015	0.192	0.2177	0.1633
20	10767001	10768000	10767474	20	0.1087	0.1959	0.2005	0.1131
20	10768001	10769000	10768609	18	0.1357	0.1832	0.1904	0.0757
20	10769001	10770000	10769475	37	0.121	0.1127	0.1356	0.0691
20	10770001	10771000	10770441	31	0.1554	0.2075	0.2094	0.061
20	10771001	10772000	10771560	23	0.1565	0.1506	0.2385	0.2018
20	10772001	10773000	10772610	29	0.0931	0.1461	0.1971	0.2132
20	10773001	10774000	10773523	19	0.0614	0.1953	0.2069	0.1876
20	10774001	10775000	10774390	29	0.0981	0.2551	0.2205	0.0852
20	10775001	10776000	10775541	34	0.0894	0.1385	0.134	0.0671
20	10776001	10777000	10776546	31	0.0913	0.1716	0.1879	0.1477
20	10777001	10778000	10777519	42	0.0815	0.1722	0.1833	0.1497
20	10778001	10779000	10778442	15	0.2011	0.1605	0.2805	0.207
20	10779001	10780000	10779456	28	0.1925	0.1699	0.2185	0.0878
20	10780001	10781000	10780470	27	0.087	0.2503	0.2614	0.1734
20	10781001	10782000	10781498	30	0.2565	0.2648	0.3351	0.114
20	10782001	10783000	10782422	12	0.1472	0.1322	0.1825	0.1245
20	10783001	10784000	10783384	17	0.1303	0.1463	0.149	0.0326
20	10784001	10785000	10784511	16	0.1746	0.0924	0.1616	0.0997
20	10785001	10786000	10785573	20	0.1285	0.118	0.1353	0.0435
20	10786001	10787000	10786534	22	0.1608	0.1507	0.1761	0.057
20	10787001	10788000	10787601	30	0.1761	0.1897	0.2023	0.0449
20	10788001	10789000	10788454	15	0.1314	0.1	0.1671	0.1754
20	10789001	10790000	10789418	19	0.1457	0.1026	0.1537	0.1045
20	10790001	10791000	10790502	19	0.1243	0.1027	0.1326	0.074
20	10791001	10792000	10791536	16	0.1525	0.1363	0.1907	0.1295
20	10792001	10793000	10792472	33	0.1441	0.1125	0.1512	0.0791
20	10793001	10794000	10793497	30	0.1423	0.224	0.2507	0.1327
20	10794001	10795000	10794547	26	0.1299	0.0955	0.1513	0.1421
20	10795001	10796000	10795632	22	0.0598	0.0905	0.0929	0.0892
20	10796001	10797000	10796514	20	0.0906	0.076	0.0889	0.0316
20	10797001	10798000	10797428	10	0.0761	0.0744	0.0766	0.0082
20	10798001	10799000	10798334	17	0.0379	0.0524	0.0456	0.0018
20	10799001	10800000	10799394	14	0.1767	0.1867	0.2052	0.0545
20	10800001	10801000	10800448	12	0.0237	0.1247	0.0968	0.0952
20	10801001	10802000	10801706	12	0.054	0.1563	0.1454	0.1258
20	10802001	10803000	10802515	27	0.0515	0.2096	0.1788	0.1173
20	10803001	10804000	10803416	16	0.0626	0.098	0.0817	0.0049
20	10804001	10805000	10804429	18	0.1315	0.2163	0.2118	0.0812
20	10805001	10806000	10805327	18	0.1943	0.1087	0.2089	0.1621
20	10806001	10807000	10806583	13	0.1175	0.0695	0.1201	0.1264
20	10807001	10808000	10807525	12	0.1092	0.2014	0.2093	0.1227
20	10808001	10809000	10808475	16	0.2122	0.2098	0.2455	0.0691
20	10809001	10810000	10809512	16	0.183	0.1644	0.227	0.1245
20	10810001	10811000	10810450	10	0.0973	0.159	0.1584	0.0878
20	10811001	10812000	10811663	9	0.1753	0.0478	0.1649	0.2162
20	10812001	10813000	10812479	27	0.0174	0.0898	0.0561	0.0101
20	10813001	10814000	10813458	17	0.0839	0.1909	0.1511	0.0342
20	10814001	10815000	10814451	16	0.1229	0.2404	0.2862	0.1883
20	10815001	10816000	10815508	11	0.1333	0.1756	0.1816	0.0692
20	10816001	10817000	10816584	21	0.197	0.2097	0.2185	0.0318
20	10817001	10818000	10817542	34	0.1734	0.1909	0.2199	0.0842
20	10818001	10819000	10818395	10	0.2066	0.2377	0.2439	0.0408
20	10819001	10820000	10819534	18	0.1061	0.2622	0.2226	0.0724
20	10820001	10821000	10820492	14	0.1188	0.1168	0.1307	0.0474
20	10821001	10822000	10821470	15	0.1199	0.1317	0.16	0.1077
20	10822001	10823000	10822522	18	0.1753	0.2574	0.3048	0.1468
20	10823001	10824000	10823493	9	0.0888	0.0602	0.0932	0.1106
20	10824001	10825000	10824409	14	0.1342	0.116	0.1475	0.0775
20	10825001	10826000	10825500	11	0.063	0.0698	0.0778	0.0707
20	10826001	10827000	10826500	17	0.1586	0.1754	0.1864	0.0487
20	10827001	10828000	10827485	14	0.1408	0.1793	0.1814	0.0536
20	10828001	10829000	10828422	10	0.3022	0.3332	0.3415	0.0318
20	10829001	10830000	10829507	16	0.177	0.1292	0.1696	0.0509
20	10830001	10831000	10830479	15	0.0418	0.0964	0.0713	0.0079
20	10831001	10832000	10831323	20	0.1166	0.1745	0.153	0.0188
20	10832001	10833000	10832273	11	0.1383	0.1288	0.1493	0.0518
20	10833001	10834000	10833508	16	0.0687	0.1362	0.1065	0.0118
20	10834001	10835000	10834529	12	0.1139	0.0767	0.1095	0.0699
20	10835001	10836000	10835494	25	0.1828	0.2307	0.2334	0.052
20	10836001	10837000	10836559	24	0.1998	0.2599	0.247	0.0297
20	10837001	10838000	10837490	33	0.2189	0.27	0.2576	0.0218
20	10838001	10839000	10838535	27	0.0863	0.1609	0.1424	0.0557
20	10839001	10840000	10839576	27	0.2162	0.2397	0.2641	0.0653
20	10840001	10841000	10840614	22	0.1716	0.1753	0.1858	0.031
20	10841001	10842000	10841508	16	0.2338	0.2952	0.2826	0.0276
20	10842001	10843000	10842513	28	0.2233	0.1997	0.2603	0.0969
20	10843001	10844000	10843529	27	0.2918	0.239	0.3198	0.0889
20	10844001	10845000	10844584	30	0.134	0.2335	0.2368	0.1046
20	10845001	10846000	10845444	18	0.1076	0.1905	0.1805	0.0776
20	10846001	10847000	10846651	19	0.2411	0.2428	0.2658	0.0428
20	10847001	10848000	10847509	24	0.239	0.2332	0.2566	0.0382
20	10848001	10849000	10848411	26	0.2155	0.2122	0.2453	0.0627
20	10849001	10850000	10849419	15	0.2423	0.2532	0.2722	0.0422
20	10850001	10851000	10850439	15	0.0733	0.1964	0.1773	0.1061
20	10851001	10852000	10851581	31	0.0851	0.1762	0.1582	0.0753
20	10852001	10853000	10852505	21	0.1379	0.1772	0.1785	0.0533
20	10853001	10854000	10853417	13	0.1858	0.2629	0.3252	0.1601
20	10854001	10855000	10854552	28	0.1921	0.2141	0.316	0.198
20	10855001	10856000	10855530	20	0.1154	0.2221	0.2396	0.1441
20	10856001	10857000	10856387	19	0.1349	0.2445	0.2608	0.1317
20	10857001	10858000	10857416	17	0.0821	0.1056	0.1439	0.1873
20	10858001	10859000	10858505	16	0.1866	0.3106	0.3	0.077
20	10859001	10860000	10859637	30	0.1025	0.1552	0.1844	0.1537
20	10860001	10861000	10860506	23	0.1103	0.1904	0.1659	0.041
20	10861001	10862000	10861556	24	0.1379	0.1844	0.2366	0.1671
20	10862001	10863000	10862505	19	0.1899	0.2682	0.3094	0.1293
20	10863001	10864000	10863488	27	0.1423	0.2632	0.2759	0.1268
20	10864001	10865000	10864587	24	0.0745	0.1833	0.1822	0.1377
20	10865001	10866000	10865419	19	0.1627	0.2113	0.2673	0.156
20	10866001	10867000	10866566	19	0.0787	0.1637	0.1399	0.0552
20	10867001	10868000	10867435	21	0.0923	0.2137	0.2116	0.1296
20	10868001	10869000	10868526	20	0.089	0.2448	0.2392	0.1414
20	10869001	10870000	10869550	24	0.1165	0.1755	0.1833	0.0959
20	10870001	10871000	10870526	22	0.1655	0.2115	0.2351	0.0959
20	10871001	10872000	10871495	20	0.1235	0.1779	0.1917	0.1025
20	10872001	10873000	10872497	32	0.0992	0.1545	0.1441	0.052
20	10873001	10874000	10873522	39	0.162	0.2115	0.2413	0.1113
20	10874001	10875000	10874568	33	0.1384	0.2066	0.2188	0.1006
20	10875001	10876000	10875467	26	0.1462	0.2069	0.2288	0.111
20	10876001	10877000	10876579	28	0.1356	0.2386	0.2213	0.0677
20	10877001	10878000	10877555	30	0.115	0.2109	0.1878	0.056
20	10878001	10879000	10878578	24	0.1514	0.2481	0.2568	0.1047
20	10879001	10880000	10879419	23	0.103	0.1366	0.1685	0.1484
20	10880001	10881000	10880464	16	0.111	0.187	0.1711	0.0556
20	10881001	10882000	10881552	20	0.1013	0.1783	0.2029	0.1555
20	10882001	10883000	10882545	32	0.1471	0.1907	0.2372	0.1484
20	10883001	10884000	10883529	21	0.1219	0.1831	0.189	0.0904
20	10884001	10885000	10884513	23	0.1153	0.253	0.2374	0.101
20	10885001	10886000	10885499	41	0.1334	0.2172	0.236	0.1248
20	10886001	10887000	10886560	19	0.1324	0.1962	0.2306	0.1449
20	10887001	10888000	10887553	24	0.0545	0.1301	0.1003	0.033
20	10888001	10889000	10888459	18	0.1722	0.1995	0.2833	0.1869
20	10889001	10890000	10889503	9	0.2752	0.1503	0.3588	0.2585
20	10890001	10891000	10890519	20	0.1127	0.2256	0.1984	0.0624
20	10891001	10892000	10891532	25	0.1006	0.1743	0.1673	0.0803
20	10892001	10893000	10892527	27	0.1033	0.2206	0.181	0.0414
20	10893001	10894000	10893519	24	0.0951	0.2092	0.1976	0.104
20	10894001	10895000	10894537	31	0.2144	0.2299	0.2797	0.1035
20	10895001	10896000	10895522	30	0.1264	0.1937	0.1663	0.0137
20	10896001	10897000	10896498	20	0.2338	0.2011	0.2728	0.1065
20	10897001	10898000	10897571	14	0.146	0.2171	0.2394	0.1175
20	10898001	10899000	10898588	22	0.1746	0.2408	0.2473	0.0741
20	10899001	10900000	10899555	14	0.0915	0.2678	0.2149	0.0663
20	10900001	10901000	10900510	36	0.0864	0.1287	0.1379	0.1053
20	10901001	10902000	10901415	20	0.1262	0.1655	0.1592	0.0367
20	10902001	10903000	10902408	16	0.1244	0.1412	0.1609	0.0851
20	10903001	10904000	10903476	21	0.2026	0.251	0.2617	0.0619
20	10904001	10905000	10904437	19	0.1597	0.2219	0.225	0.0698
20	10905001	10906000	10905715	16	0.065	0.0945	0.0964	0.0801
20	10906001	10907000	10906446	22	0.1325	0.2372	0.2351	0.0986
20	10907001	10908000	10907458	29	0.1753	0.2481	0.2316	0.0368
20	10908001	10909000	10908462	33	0.1469	0.2033	0.1921	0.0381
20	10909001	10910000	10909479	31	0.2426	0.2962	0.296	0.0404
20	10910001	10911000	10910502	39	0.0988	0.1618	0.1388	0.0239
20	10911001	10912000	10911424	23	0.0871	0.1058	0.1309	0.1347
20	10912001	10913000	10912494	26	0.1593	0.177	0.2029	0.0838
20	10913001	10914000	10913477	28	0.1794	0.187	0.2124	0.0667
20	10914001	10915000	10914420	22	0.1897	0.1599	0.2163	0.1007
20	10915001	10916000	10915775	7	0.1711	0.1323	0.1931	0.1158
20	10916001	10917000	10916430	9	0.0493	0.1288	0.1009	0.0454
20	10917001	10918000	10917790	1	0.0	0.1027	0.0538	0.0064
20	10918001	10919000	10918764	11	0.1786	0.2107	0.2098	0.0322
20	10919001	10920000	10919625	17	0.0319	0.1865	0.1283	0.0535
20	10920001	10921000	10920373	23	0.09	0.2517	0.1976	0.053
20	10921001	10922000	10921525	20	0.1068	0.1856	0.158	0.0293
20	10922001	10923000	10922550	20	0.0926	0.1569	0.1388	0.0419
20	10923001	10924000	10923488	23	0.2117	0.1946	0.2251	0.0478
20	10924001	10925000	10924454	21	0.2105	0.2196	0.2668	0.0975
20	10925001	10926000	10925454	15	0.1651	0.1692	0.2043	0.0911
20	10926001	10927000	10926478	24	0.1199	0.1731	0.1607	0.0376
20	10927001	10928000	10927459	21	0.1519	0.2057	0.1999	0.0467
20	10928001	10929000	10928411	25	0.1693	0.1703	0.2072	0.0906
20	10929001	10930000	10929525	19	0.1254	0.189	0.1869	0.0721
20	10930001	10931000	10930530	26	0.1519	0.2111	0.1916	0.0214
20	10931001	10932000	10931415	19	0.1665	0.1604	0.1859	0.0591
20	10932001	10933000	10932431	25	0.1272	0.1097	0.1344	0.0598
20	10933001	10934000	10933640	33	0.1631	0.183	0.1876	0.0354
20	10934001	10935000	10934469	29	0.2055	0.2243	0.2217	0.0134
20	10935001	10936000	10935438	20	0.1472	0.1882	0.1828	0.0364
20	10936001	10937000	10936489	20	0.1228	0.1472	0.1353	-0.0003
20	10937001	10938000	10937540	17	0.2012	0.1777	0.2075	0.0432
20	10938001	10939000	10938434	32	0.1956	0.2316	0.2276	0.027
20	10939001	10940000	10939577	20	0.1431	0.1791	0.1756	0.0366
20	10940001	10941000	10940416	20	0.1569	0.185	0.1784	0.0179
20	10941001	10942000	10941546	28	0.107	0.1357	0.1313	0.033
20	10942001	10943000	10942464	25	0.2068	0.2243	0.2289	0.0265
20	10943001	10944000	10943425	18	0.212	0.2407	0.2385	0.0225
20	10944001	10945000	10944593	21	0.1179	0.137	0.1424	0.0486
20	10945001	10946000	10945460	16	0.1538	0.1527	0.1702	0.0477
20	10946001	10947000	10946447	16	0.1729	0.2085	0.1954	0.0096
20	10947001	10948000	10947407	12	0.2404	0.1817	0.2232	0.0286
20	10948001	10949000	10948578	30	0.2234	0.2606	0.2751	0.0561
20	10949001	10950000	10949452	22	0.176	0.2198	0.2187	0.0427
20	10950001	10951000	10950495	16	0.1847	0.2498	0.2906	0.1257
20	10951001	10952000	10951655	19	0.1697	0.1159	0.1732	0.0955
20	10952001	10953000	10952504	15	0.2219	0.2444	0.2577	0.0443
20	10953001	10954000	10953502	23	0.2268	0.2225	0.2487	0.0466
20	10954001	10955000	10954551	23	0.1792	0.213	0.2078	0.0245
20	10955001	10956000	10955525	21	0.2344	0.2019	0.248	0.0607
20	10956001	10957000	10956538	28	0.1333	0.1604	0.1594	0.0351
20	10957001	10958000	10957452	24	0.2034	0.2361	0.2346	0.028
20	10958001	10959000	10958554	31	0.2308	0.2379	0.2492	0.0276
20	10959001	10960000	10959461	20	0.2161	0.2507	0.2398	0.0111
20	10960001	10961000	10960488	21	0.0858	0.1794	0.1393	0.016
20	10961001	10962000	10961641	25	0.1754	0.2024	0.2031	0.0314
20	10962001	10963000	10962645	23	0.1857	0.2242	0.2179	0.0259
20	10963001	10964000	10963582	19	0.1747	0.2449	0.2196	0.0176
20	10964001	10965000	10964424	28	0.1389	0.1835	0.1656	0.0098
20	10965001	10966000	10965389	21	0.1851	0.2581	0.2413	0.0349
20	10966001	10967000	10966511	25	0.1116	0.1349	0.1321	0.0296
20	10967001	10968000	10967505	24	0.2426	0.1807	0.2307	0.0429
20	10968001	10969000	10968575	24	0.1581	0.158	0.1662	0.0231
20	10969001	10970000	10969478	28	0.2362	0.2237	0.248	0.0347
20	10970001	10971000	10970443	28	0.2124	0.2056	0.2198	0.0232
20	10971001	10972000	10971589	21	0.1669	0.2119	0.1948	0.0109
20	10972001	10973000	10972543	23	0.2291	0.2394	0.2409	0.0123
20	10973001	10974000	10973396	35	0.145	0.1357	0.1508	0.0333
20	10974001	10975000	10974478	31	0.2389	0.2191	0.2557	0.0514
20	10975001	10976000	10975580	21	0.1426	0.1375	0.1531	0.0411
20	10976001	10977000	10976416	19	0.1511	0.1702	0.1649	0.0108
20	10977001	10978000	10977586	24	0.1774	0.1983	0.1964	0.019
20	10978001	10979000	10978619	21	0.2016	0.1652	0.1987	0.0389
20	10979001	10980000	10979394	28	0.1833	0.1835	0.1898	0.0157
20	10980001	10981000	10980418	32	0.2364	0.2016	0.2443	0.0521
20	10981001	10982000	10981385	19	0.1418	0.2102	0.1877	0.0253
20	10982001	10983000	10982617	27	0.2352	0.2353	0.26	0.0456
20	10983001	10984000	10983332	23	0.2702	0.291	0.2994	0.0286
20	10984001	10985000	10984516	15	0.2019	0.2262	0.2258	0.0231
20	10985001	10986000	10985446	24	0.11	0.1411	0.1321	0.0207
20	10986001	10987000	10986363	18	0.1592	0.1453	0.1621	0.0295
20	10987001	10988000	10987529	30	0.169	0.184	0.1845	0.0193
20	10988001	10989000	10988565	30	0.1975	0.1498	0.1904	0.0455
20	10989001	10990000	10989485	25	0.2092	0.2256	0.2333	0.0312
20	10990001	10991000	10990416	12	0.1926	0.2098	0.2037	0.0049
20	10991001	10992000	10991462	18	0.1659	0.1402	0.1651	0.0366
20	10992001	10993000	10992460	18	0.2268	0.1875	0.2407	0.0717
20	10993001	10994000	10993411	20	0.1786	0.1565	0.1994	0.0817
20	10994001	10995000	10994405	20	0.1688	0.1593	0.1746	0.0289
20	10995001	10996000	10995503	37	0.1156	0.1456	0.1363	0.0174
20	10996001	10997000	10996480	28	0.1473	0.1712	0.1692	0.0259
20	10997001	10998000	10997423	9	0.1255	0.1866	0.1676	0.0259
20	10998001	10999000	10998657	10	0.1386	0.1978	0.1759	0.0172
20	10999001	11000000	10999510	29	0.1704	0.169	0.1736	0.0104
20	11000001	11001000	11000577	32	0.1847	0.229	0.2135	0.0125
20	11001001	11002000	11001563	37	0.2274	0.2262	0.2315	0.0094
20	11002001	11003000	11002551	29	0.1696	0.1872	0.1814	0.0067
20	11003001	11004000	11003354	13	0.1492	0.2025	0.1848	0.0198
20	11004001	11005000	11004495	27	0.1339	0.1582	0.1487	0.007
20	11005001	11006000	11005424	32	0.2293	0.1929	0.2195	0.0193
20	11006001	11007000	11006573	25	0.1725	0.1806	0.1831	0.0161
20	11007001	11008000	11007494	27	0.1828	0.2115	0.2022	0.0103
20	11008001	11009000	11008496	20	0.1728	0.2049	0.1951	0.0132
20	11009001	11010000	11009580	14	0.2314	0.2396	0.243	0.0139
20	11010001	11011000	11010418	18	0.1792	0.1993	0.1921	0.0061
20	11011001	11012000	11011478	39	0.1352	0.1453	0.1432	0.0088
20	11012001	11013000	11012501	31	0.211	0.2199	0.2195	0.0081
20	11013001	11014000	11013514	35	0.1509	0.1482	0.1521	0.0078
20	11014001	11015000	11014449	20	0.1544	0.1262	0.1449	0.0164
20	11015001	11016000	11015551	24	0.1574	0.1755	0.1677	0.0027
20	11016001	11017000	11016476	26	0.2616	0.2167	0.2495	0.0211
20	11017001	11018000	11017527	22	0.1886	0.2085	0.2011	0.0051
20	11018001	11019000	11018437	28	0.1553	0.1834	0.1705	0.0019
20	11019001	11020000	11019528	20	0.1161	0.1548	0.1383	0.0074
20	11020001	11021000	11020587	32	0.1776	0.175	0.1801	0.0097
20	11021001	11022000	11021555	26	0.2193	0.232	0.2293	0.0068
20	11022001	11023000	11022578	18	0.1546	0.1733	0.1671	0.0076
20	11023001	11024000	11023462	23	0.1736	0.1589	0.1726	0.0179
20	11024001	11025000	11024461	8	0.34	0.208	0.2941	0.0382
20	11025001	11026000	11025473	26	0.1735	0.1764	0.1831	0.0206
20	11026001	11027000	11026574	17	0.111	0.0763	0.0983	0.0257
20	11027001	11028000	11027549	36	0.2406	0.2343	0.2394	0.0039
20	11028001	11029000	11028473	22	0.1895	0.173	0.1842	0.0082
20	11029001	11030000	11029571	24	0.2163	0.2437	0.2304	0.0008
20	11030001	11031000	11030447	25	0.226	0.1976	0.2143	0.0064
20	11031001	11032000	11031590	30	0.2014	0.1864	0.199	0.0125
20	11032001	11033000	11032463	26	0.2179	0.1799	0.2045	0.0143
20	11033001	11034000	11033527	36	0.2132	0.2181	0.2231	0.0151
20	11034001	11035000	11034472	22	0.1493	0.1317	0.1461	0.019
20	11035001	11036000	11035478	20	0.2691	0.2333	0.2561	0.01
20	11036001	11037000	11036425	14	0.1198	0.1261	0.1242	0.0042
20	11037001	11038000	11037526	17	0.1909	0.189	0.1914	0.0035
20	11038001	11039000	11038368	40	0.2182	0.2075	0.2138	0.0023
20	11039001	11040000	11039400	26	0.142	0.1454	0.145	0.0037
20	11040001	11041000	11040482	21	0.0583	0.0838	0.0747	0.0194
20	11041001	11042000	11041452	27	0.0726	0.0878	0.0834	0.0159
20	11042001	11043000	11042542	27	0.187	0.1617	0.1769	0.0077
20	11043001	11044000	11043392	31	0.1796	0.1898	0.1893	0.0108
